time=129312,accel_x= -0.01,accel_y= -0.08,accel_z= 0.00,gyro_x= -0.03,gyro_y= -0.01,gyro_z= -0.02,mag_x= -38.69,mag_y= -15.50,mag_z= 16.69,orientation_x= 103.12,orientation_y= 79.56,orientation_y= -93.75
time=129322,accel_x= -0.03,accel_y= -0.05,accel_z= -0.06,gyro_x= -0.04,gyro_y= -0.01,gyro_z= -0.02,mag_x= -37.56,mag_y= -16.19,mag_z= 15.88,orientation_x= 103.12,orientation_y= 79.56,orientation_y= -93.75
time=129332,accel_x= 0.00,accel_y= -0.11,accel_z= 0.11,gyro_x= -0.04,gyro_y= -0.01,gyro_z= -0.02,mag_x= -37.56,mag_y= -16.19,mag_z= 15.88,orientation_x= 103.19,orientation_y= 79.50,orientation_y= -93.75
time=129343,accel_x= 0.02,accel_y= -0.28,accel_z= -0.08,gyro_x= -0.04,gyro_y= -0.01,gyro_z= -0.02,mag_x= -37.56,mag_y= -16.19,mag_z= 15.88,orientation_x= 103.19,orientation_y= 79.50,orientation_y= -93.75
time=129354,accel_x= -0.01,accel_y= 0.03,accel_z= 0.01,gyro_x= -0.00,gyro_y= -0.00,gyro_z= -0.02,mag_x= -37.56,mag_y= -16.19,mag_z= 15.88,orientation_x= 103.25,orientation_y= 79.50,orientation_y= -93.75
time=129363,accel_x= -0.03,accel_y= 0.01,accel_z= -0.13,gyro_x= 0.01,gyro_y= -0.01,gyro_z= -0.02,mag_x= -37.56,mag_y= -16.19,mag_z= 15.88,orientation_x= 103.25,orientation_y= 79.50,orientation_y= -93.75
time=129375,accel_x= 0.00,accel_y= -0.21,accel_z= 0.08,gyro_x= -0.02,gyro_y= -0.01,gyro_z= -0.02,mag_x= -38.25,mag_y= -15.75,mag_z= 16.25,orientation_x= 103.25,orientation_y= 79.50,orientation_y= -93.75
time=129387,accel_x= -0.04,accel_y= -0.12,accel_z= 0.03,gyro_x= 0.01,gyro_y= -0.01,gyro_z= -0.02,mag_x= -38.25,mag_y= -15.75,mag_z= 16.25,orientation_x= 103.25,orientation_y= 79.50,orientation_y= -93.75
time=129399,accel_x= -0.05,accel_y= -0.07,accel_z= 0.00,gyro_x= 0.00,gyro_y= -0.01,gyro_z= -0.02,mag_x= -38.25,mag_y= -15.75,mag_z= 16.25,orientation_x= 103.25,orientation_y= 79.50,orientation_y= -93.75
time=129411,accel_x= -0.05,accel_y= -0.14,accel_z= 0.04,gyro_x= -0.01,gyro_y= -0.01,gyro_z= -0.02,mag_x= -38.25,mag_y= -15.75,mag_z= 16.25,orientation_x= 103.31,orientation_y= 79.44,orientation_y= -93.75
time=129421,accel_x= 0.03,accel_y= -0.15,accel_z= 0.15,gyro_x= -0.02,gyro_y= -0.01,gyro_z= -0.02,mag_x= -37.88,mag_y= -15.50,mag_z= 16.69,orientation_x= 103.31,orientation_y= 79.44,orientation_y= -93.69
time=129432,accel_x= 0.00,accel_y= 0.03,accel_z= -0.18,gyro_x= -0.01,gyro_y= -0.01,gyro_z= -0.02,mag_x= -37.88,mag_y= -15.50,mag_z= 16.69,orientation_x= 103.31,orientation_y= 79.44,orientation_y= -93.75
time=129443,accel_x= -0.01,accel_y= -0.13,accel_z= 0.00,gyro_x= -0.05,gyro_y= -0.00,gyro_z= -0.02,mag_x= -37.88,mag_y= -15.50,mag_z= 16.69,orientation_x= 103.37,orientation_y= 79.44,orientation_y= -93.75
time=129454,accel_x= -0.04,accel_y= -0.01,accel_z= -0.09,gyro_x= -0.01,gyro_y= -0.01,gyro_z= -0.02,mag_x= -37.88,mag_y= -15.50,mag_z= 16.69,orientation_x= 103.37,orientation_y= 79.44,orientation_y= -93.75
time=129464,accel_x= -0.05,accel_y= -0.11,accel_z= 0.04,gyro_x= -0.02,gyro_y= -0.01,gyro_z= -0.01,mag_x= -37.88,mag_y= -15.50,mag_z= 16.69,orientation_x= 103.37,orientation_y= 79.44,orientation_y= -93.69
time=129476,accel_x= -0.06,accel_y= -0.07,accel_z= 0.02,gyro_x= -0.01,gyro_y= -0.00,gyro_z= -0.01,mag_x= -38.25,mag_y= -16.19,mag_z= 16.25,orientation_x= 103.44,orientation_y= 79.37,orientation_y= -93.69
time=129489,accel_x= -0.03,accel_y= -0.09,accel_z= 0.00,gyro_x= -0.01,gyro_y= -0.00,gyro_z= -0.01,mag_x= -38.25,mag_y= -16.19,mag_z= 16.25,orientation_x= 103.44,orientation_y= 79.37,orientation_y= -93.69
time=129500,accel_x= -0.04,accel_y= -0.07,accel_z= -0.02,gyro_x= -0.01,gyro_y= 0.00,gyro_z= -0.01,mag_x= -38.25,mag_y= -16.19,mag_z= 16.25,orientation_x= 103.44,orientation_y= 79.37,orientation_y= -93.69
time=129511,accel_x= -0.02,accel_y= -0.13,accel_z= 0.02,gyro_x= -0.01,gyro_y= -0.00,gyro_z= -0.01,mag_x= -38.25,mag_y= -16.19,mag_z= 16.25,orientation_x= 103.44,orientation_y= 79.37,orientation_y= -93.69
time=129522,accel_x= -0.04,accel_y= -0.12,accel_z= 0.03,gyro_x= -0.01,gyro_y= 0.00,gyro_z= -0.01,mag_x= -38.25,mag_y= -15.50,mag_z= 15.50,orientation_x= 103.44,orientation_y= 79.37,orientation_y= -93.69
time=129533,accel_x= -0.01,accel_y= -0.10,accel_z= 0.01,gyro_x= -0.01,gyro_y= 0.00,gyro_z= -0.01,mag_x= -38.25,mag_y= -15.50,mag_z= 15.50,orientation_x= 103.44,orientation_y= 79.37,orientation_y= -93.69
time=129545,accel_x= -0.07,accel_y= -0.05,accel_z= -0.02,gyro_x= -0.01,gyro_y= 0.00,gyro_z= -0.01,mag_x= -38.25,mag_y= -15.50,mag_z= 15.50,orientation_x= 103.44,orientation_y= 79.37,orientation_y= -93.69
time=129558,accel_x= -0.05,accel_y= -0.05,accel_z= 0.00,gyro_x= -0.01,gyro_y= 0.00,gyro_z= -0.01,mag_x= -38.25,mag_y= -15.50,mag_z= 15.50,orientation_x= 103.44,orientation_y= 79.37,orientation_y= -93.69
time=129569,accel_x= -0.03,accel_y= -0.04,accel_z= -0.04,gyro_x= -0.00,gyro_y= 0.00,gyro_z= -0.01,mag_x= -38.25,mag_y= -15.50,mag_z= 15.50,orientation_x= 103.44,orientation_y= 79.37,orientation_y= -93.69
time=129580,accel_x= -0.04,accel_y= -0.07,accel_z= 0.02,gyro_x= -0.00,gyro_y= 0.01,gyro_z= -0.01,mag_x= -38.25,mag_y= -17.00,mag_z= 17.50,orientation_x= 103.44,orientation_y= 79.37,orientation_y= -93.69
time=129591,accel_x= -0.04,accel_y= -0.07,accel_z= -0.02,gyro_x= 0.01,gyro_y= 0.01,gyro_z= -0.00,mag_x= -38.25,mag_y= -17.00,mag_z= 17.50,orientation_x= 103.44,orientation_y= 79.37,orientation_y= -93.69
time=129602,accel_x= -0.01,accel_y= -0.07,accel_z= 0.00,gyro_x= 0.01,gyro_y= 0.01,gyro_z= 0.00,mag_x= -38.25,mag_y= -17.00,mag_z= 17.50,orientation_x= 103.44,orientation_y= 79.37,orientation_y= -93.69
time=129612,accel_x= -0.01,accel_y= -0.12,accel_z= 0.02,gyro_x= 0.02,gyro_y= 0.01,gyro_z= 0.00,mag_x= -38.25,mag_y= -17.00,mag_z= 17.50,orientation_x= 103.44,orientation_y= 79.37,orientation_y= -93.69
